,Alex,Bob,Win,Hand,Deck
6022,3,1,0,3,104
6023,3,2,0,3,104
6024,3,3,0,3,104
6025,4,0,0,3,104
6026,4,1,0,3,104
6027,4,2,0,3,104
6028,5,0,0,3,104
6029,5,1,0,3,104
6030,6,0,0,3,104
6031,1,3,0,4,104
6032,1,4,0,4,104
6033,2,2,0,4,104
6034,2,3,0,4,104
6035,2,4,0,4,104
6036,3,1,0,4,104
6037,3,2,0,4,104
6038,3,3,0,4,104
6039,3,4,0,4,104
6040,4,0,0,4,104
6041,4,1,0,4,104
6042,4,2,0,4,104
6043,4,3,0,4,104
6044,5,0,0,4,104
6045,5,1,0,4,104
6046,5,2,0,4,104
6047,6,0,0,4,104
6048,6,1,0,4,104
6049,0,0,1,4,104
6050,1,4,0,5,104
6051,1,5,0,5,104
6052,1,6,0,5,104
6053,2,3,0,5,104
6054,2,4,0,5,104
6055,2,5,0,5,104
6056,2,6,0,5,104
6057,3,2,0,5,104
6058,3,3,0,5,104
6059,3,4,0,5,104
6060,3,5,0,5,104
6061,4,1,0,5,104
6062,4,2,0,5,104
6063,4,3,0,5,104
6064,4,4,0,5,104
6065,5,1,0,5,104
6066,5,2,0,5,104
6067,5,3,0,5,104
6068,6,1,0,5,104
6069,6,2,0,5,104
6070,0,0,1,5,104
6071,0,0,0,0,105
6072,0,0,0,1,105
6073,0,1,0,1,105
6074,1,0,0,1,105
6075,1,1,0,1,105
6076,2,0,0,1,105
6077,0,1,0,2,105
6078,0,2,0,2,105
6079,1,0,0,2,105
6080,1,1,0,2,105
6081,1,2,0,2,105
6082,2,0,0,2,105
6083,2,1,0,2,105
6084,3,0,0,2,105
6085,0,4,0,3,105
6086,0,5,0,3,105
6087,1,3,0,3,105
6088,1,4,0,3,105
6089,1,5,0,3,105
6090,2,2,0,3,105
6091,2,3,0,3,105
6092,2,4,0,3,105
6093,3,1,0,3,105
6094,3,2,0,3,105
6095,3,3,0,3,105
6096,4,1,0,3,105
6097,4,2,0,3,105
6098,4,3,0,3,105
6099,5,1,0,3,105
6100,5,2,0,3,105
6101,6,1,0,3,105
6102,0,4,0,4,105
6103,0,5,0,4,105
6104,0,6,0,4,105
6105,1,3,0,4,105
6106,1,4,0,4,105
6107,1,5,0,4,105
6108,1,6,0,4,105
6109,2,2,0,4,105
6110,2,3,0,4,105
6111,2,4,0,4,105
6112,2,5,0,4,105
6113,3,1,0,4,105
6114,3,2,0,4,105
6115,3,3,0,4,105
6116,3,4,0,4,105
6117,3,5,0,4,105
6118,4,1,0,4,105
6119,4,2,0,4,105
6120,4,3,0,4,105
6121,4,4,0,4,105
6122,5,1,0,4,105
6123,5,2,0,4,105
6124,5,3,0,4,105
6125,6,1,0,4,105
6126,6,2,0,4,105
6127,0,0,1,4,105
6128,3,6,0,5,105
6129,4,5,0,5,105
6130,4,6,0,5,105
6131,5,4,0,5,105
6132,5,5,0,5,105
6133,6,3,0,5,105
6134,6,4,0,5,105
6135,0,0,1,5,105
6136,0,0,2,5,105
6137,0,0,0,0,106
6138,1,0,0,1,106
6139,1,1,0,1,106
6140,1,2,0,1,106
6141,1,3,0,1,106
6142,2,0,0,1,106
6143,2,1,0,1,106
6144,2,2,0,1,106
6145,3,0,0,1,106
6146,3,1,0,1,106
6147,4,0,0,1,106
6148,2,5,0,2,106
6149,2,6,0,2,106
6150,3,4,0,2,106
6151,3,5,0,2,106
6152,3,6,0,2,106
6153,4,3,0,2,106
6154,4,4,0,2,106
6155,4,5,0,2,106
6156,5,2,0,2,106
6157,5,3,0,2,106
6158,5,4,0,2,106
6159,6,1,0,2,106
6160,6,2,0,2,106
6161,6,3,0,2,106
6162,0,0,1,2,106
6163,3,6,0,3,106
6164,4,5,0,3,106
6165,4,6,0,3,106
6166,5,4,0,3,106
6167,5,5,0,3,106
6168,6,3,0,3,106
6169,6,4,0,3,106
6170,0,0,1,3,106
6171,0,0,2,3,106
6172,3,6,0,4,106
6173,4,5,0,4,106
6174,4,6,0,4,106
6175,5,4,0,4,106
6176,5,5,0,4,106
6177,6,3,0,4,106
6178,6,4,0,4,106
6179,0,0,1,4,106
6180,0,0,2,4,106
6181,4,6,0,5,106
6182,5,5,0,5,106
6183,5,6,0,5,106
6184,6,4,0,5,106
6185,6,5,0,5,106
6186,6,6,0,5,106
6187,0,0,1,5,106
6188,0,0,2,5,106
6189,0,0,0,0,107
6190,0,1,0,1,107
6191,0,2,0,1,107
6192,1,0,0,1,107
6193,1,1,0,1,107
6194,2,0,0,1,107
6195,0,1,0,2,107
6196,0,2,0,2,107
6197,0,3,0,2,107
6198,0,4,0,2,107
6199,1,0,0,2,107
6200,1,1,0,2,107
6201,1,2,0,2,107
6202,1,3,0,2,107
6203,2,0,0,2,107
6204,2,1,0,2,107
6205,2,2,0,2,107
6206,3,0,0,2,107
6207,3,1,0,2,107
6208,0,2,0,3,107
6209,0,3,0,3,107
6210,0,4,0,3,107
6211,0,5,0,3,107
6212,1,1,0,3,107
6213,1,2,0,3,107
6214,1,3,0,3,107
6215,1,4,0,3,107
6216,2,1,0,3,107
6217,2,2,0,3,107
6218,2,3,0,3,107
6219,3,0,0,3,107
6220,3,1,0,3,107
6221,3,2,0,3,107
6222,4,0,0,3,107
6223,4,1,0,3,107
6224,5,0,0,3,107
6225,0,2,0,4,107
6226,0,3,0,4,107
6227,0,4,0,4,107
6228,0,5,0,4,107
6229,0,6,0,4,107
6230,1,1,0,4,107
6231,1,2,0,4,107
6232,1,3,0,4,107
6233,1,4,0,4,107
6234,1,5,0,4,107
6235,2,1,0,4,107
6236,2,2,0,4,107
6237,2,3,0,4,107
6238,2,4,0,4,107
6239,3,0,0,4,107
6240,3,1,0,4,107
6241,3,2,0,4,107
6242,3,3,0,4,107
6243,4,0,0,4,107
6244,4,1,0,4,107
6245,4,2,0,4,107
6246,5,0,0,4,107
6247,5,1,0,4,107
6248,1,6,0,5,107
6249,2,5,0,5,107
6250,2,6,0,5,107
6251,3,4,0,5,107
6252,3,5,0,5,107
6253,3,6,0,5,107
6254,4,3,0,5,107
6255,4,4,0,5,107
6256,4,5,0,5,107
6257,5,2,0,5,107
6258,5,3,0,5,107
6259,5,4,0,5,107
6260,6,1,0,5,107
6261,6,2,0,5,107
6262,6,3,0,5,107
6263,0,0,1,5,107
6264,0,0,2,5,107
6265,0,0,0,0,108
6266,0,2,0,1,108
6267,1,1,0,1,108
6268,1,2,0,1,108
6269,2,1,0,1,108
6270,0,4,0,2,108
6271,0,5,0,2,108
6272,1,3,0,2,108
6273,1,4,0,2,108
6274,2,2,0,2,108
6275,2,3,0,2,108
6276,0,6,0,3,108
6277,1,5,0,3,108
6278,1,6,0,3,108
6279,2,4,0,3,108
6280,2,5,0,3,108
6281,3,3,0,3,108
6282,3,4,0,3,108
6283,0,0,2,3,108
6284,0,6,0,4,108
6285,1,5,0,4,108
6286,1,6,0,4,108
6287,2,4,0,4,108
6288,2,5,0,4,108
6289,2,6,0,4,108
6290,3,3,0,4,108
6291,3,4,0,4,108
6292,3,5,0,4,108
6293,4,3,0,4,108
6294,4,4,0,4,108
6295,0,0,2,4,108
6296,3,6,0,5,108
6297,4,5,0,5,108
6298,4,6,0,5,108
6299,5,4,0,5,108
6300,5,5,0,5,108
6301,5,6,0,5,108
6302,6,3,0,5,108
6303,6,4,0,5,108
6304,6,5,0,5,108
6305,0,0,1,5,108
6306,0,0,2,5,108
6307,0,0,0,0,109
6308,0,1,0,1,109
6309,0,2,0,1,109
6310,0,3,0,1,109
6311,1,1,0,1,109
6312,0,5,0,2,109
6313,0,6,0,2,109
6314,1,3,0,2,109
6315,1,4,0,2,109
6316,1,5,0,2,109
6317,2,2,0,2,109
6318,2,3,0,2,109
6319,2,4,0,2,109
6320,3,1,0,2,109
6321,3,2,0,2,109
6322,3,3,0,2,109
6323,4,1,0,2,109
6324,4,2,0,2,109
6325,0,5,0,3,109
6326,0,6,0,3,109
6327,1,3,0,3,109
6328,1,4,0,3,109
6329,1,5,0,3,109
6330,1,6,0,3,109
6331,2,2,0,3,109
6332,2,3,0,3,109
6333,2,4,0,3,109
6334,2,5,0,3,109
6335,3,1,0,3,109
6336,3,2,0,3,109
6337,3,3,0,3,109
6338,3,4,0,3,109
6339,4,1,0,3,109
6340,4,2,0,3,109
6341,4,3,0,3,109
6342,5,1,0,3,109
6343,5,2,0,3,109
6344,0,0,2,3,109
6345,0,6,0,4,109
6346,1,4,0,4,109
6347,1,5,0,4,109
6348,1,6,0,4,109
6349,2,3,0,4,109
6350,2,4,0,4,109
6351,2,5,0,4,109
6352,2,6,0,4,109
6353,3,2,0,4,109
6354,3,3,0,4,109
6355,3,4,0,4,109
6356,3,5,0,4,109
6357,4,1,0,4,109
6358,4,2,0,4,109
6359,4,3,0,4,109
6360,4,4,0,4,109
6361,5,1,0,4,109
6362,5,2,0,4,109
6363,5,3,0,4,109
6364,0,0,2,4,109
6365,3,6,0,5,109
6366,4,5,0,5,109
6367,5,4,0,5,109
6368,6,3,0,5,109
6369,0,0,2,5,109
6370,0,0,0,0,110
6371,0,1,0,1,110
6372,0,2,0,1,110
6373,1,1,0,1,110
6374,0,2,0,2,110
6375,0,3,0,2,110
6376,1,1,0,2,110
6377,1,2,0,2,110
6378,0,2,0,3,110
6379,0,3,0,3,110
6380,0,4,0,3,110
6381,1,2,0,3,110
6382,1,3,0,3,110
6383,2,1,0,3,110
6384,2,2,0,3,110
6385,0,6,0,4,110
6386,1,4,0,4,110
6387,1,5,0,4,110
6388,1,6,0,4,110
6389,2,3,0,4,110
6390,2,4,0,4,110
6391,2,5,0,4,110
6392,2,6,0,4,110
6393,3,2,0,4,110
6394,3,3,0,4,110
6395,3,4,0,4,110
6396,3,5,0,4,110
6397,4,2,0,4,110
6398,4,3,0,4,110
6399,4,4,0,4,110
6400,5,2,0,4,110
6401,5,3,0,4,110
6402,0,0,2,4,110
6403,2,6,0,5,110
6404,3,5,0,5,110
6405,3,6,0,5,110
6406,4,4,0,5,110
6407,4,5,0,5,110
6408,4,6,0,5,110
6409,5,3,0,5,110
6410,5,4,0,5,110
6411,5,5,0,5,110
6412,6,2,0,5,110
6413,6,3,0,5,110
6414,6,4,0,5,110
6415,0,0,1,5,110
6416,0,0,2,5,110
6417,0,0,0,0,111
6418,0,1,0,1,111
6419,0,2,0,1,111
6420,1,1,0,1,111
6421,0,2,0,2,111
6422,0,3,0,2,111
6423,0,4,0,2,111
6424,1,1,0,2,111
6425,1,2,0,2,111
6426,1,3,0,2,111
6427,2,1,0,2,111
6428,2,2,0,2,111
6429,3,1,0,2,111
6430,0,6,0,3,111
6431,1,4,0,3,111
6432,1,5,0,3,111
6433,1,6,0,3,111
6434,2,3,0,3,111
6435,2,4,0,3,111
6436,2,5,0,3,111
6437,3,2,0,3,111
6438,3,3,0,3,111
6439,3,4,0,3,111
6440,4,2,0,3,111
6441,4,3,0,3,111
6442,5,1,0,3,111
6443,5,2,0,3,111
6444,6,1,0,3,111
6445,1,6,0,4,111
6446,2,5,0,4,111
6447,2,6,0,4,111
6448,3,4,0,4,111
6449,3,5,0,4,111
6450,3,6,0,4,111
6451,4,3,0,4,111
6452,4,4,0,4,111
6453,4,5,0,4,111
6454,4,6,0,4,111
6455,5,2,0,4,111
6456,5,3,0,4,111
6457,5,4,0,4,111
6458,5,5,0,4,111
6459,6,1,0,4,111
6460,6,2,0,4,111
6461,6,3,0,4,111
6462,6,4,0,4,111
6463,0,0,1,4,111
6464,0,0,2,4,111
6465,2,6,0,5,111
6466,3,5,0,5,111
6467,3,6,0,5,111
6468,4,4,0,5,111
6469,4,5,0,5,111
6470,4,6,0,5,111
6471,5,3,0,5,111
6472,5,4,0,5,111
6473,5,5,0,5,111
6474,5,6,0,5,111
6475,6,2,0,5,111
6476,6,3,0,5,111
6477,6,4,0,5,111
6478,6,5,0,5,111
6479,6,6,0,5,111
6480,0,0,1,5,111
6481,0,0,2,5,111
6482,0,0,0,0,112
6483,0,0,0,1,112
6484,0,1,0,1,112
6485,1,0,0,1,112
6486,1,1,0,1,112
6487,2,0,0,1,112
6488,2,1,0,1,112
6489,3,0,0,1,112
6490,1,1,0,2,112
6491,1,2,0,2,112
6492,1,3,0,2,112
6493,2,1,0,2,112
6494,2,2,0,2,112
6495,3,0,0,2,112
6496,3,1,0,2,112
6497,4,0,0,2,112
6498,1,3,0,3,112
6499,1,4,0,3,112
6500,1,5,0,3,112
6501,1,6,0,3,112
6502,2,3,0,3,112
6503,2,4,0,3,112
6504,2,5,0,3,112
6505,2,6,0,3,112
6506,3,2,0,3,112
6507,3,3,0,3,112
6508,3,4,0,3,112
6509,3,5,0,3,112
6510,3,6,0,3,112
6511,4,2,0,3,112
6512,4,3,0,3,112
6513,4,4,0,3,112
6514,4,5,0,3,112
6515,5,2,0,3,112
6516,5,3,0,3,112
6517,5,4,0,3,112
6518,0,0,2,3,112
6519,1,3,0,4,112
6520,1,4,0,4,112
6521,1,5,0,4,112
6522,1,6,0,4,112
6523,2,3,0,4,112
6524,2,4,0,4,112
6525,2,5,0,4,112
6526,2,6,0,4,112
6527,3,2,0,4,112
6528,3,3,0,4,112
6529,3,4,0,4,112
6530,3,5,0,4,112
6531,3,6,0,4,112
6532,4,2,0,4,112
6533,4,3,0,4,112
6534,4,4,0,4,112
6535,4,5,0,4,112
6536,5,2,0,4,112
6537,5,3,0,4,112
6538,5,4,0,4,112
6539,6,2,0,4,112
6540,6,3,0,4,112
6541,0,0,2,4,112
6542,4,6,0,5,112
6543,5,5,0,5,112
6544,5,6,0,5,112
6545,6,4,0,5,112
6546,6,5,0,5,112
6547,0,0,1,5,112
6548,0,0,2,5,112
6549,0,0,0,0,113
6550,0,1,0,1,113
6551,1,0,0,1,113
6552,1,1,0,1,113
6553,2,0,0,1,113
6554,0,2,0,2,113
6555,0,3,0,2,113
6556,1,1,0,2,113
6557,1,2,0,2,113
6558,2,0,0,2,113
6559,2,1,0,2,113
6560,3,0,0,2,113
6561,0,3,0,3,113
6562,0,4,0,3,113
6563,0,5,0,3,113
6564,0,6,0,3,113
6565,1,2,0,3,113
6566,1,3,0,3,113
6567,1,4,0,3,113
6568,1,5,0,3,113
6569,2,1,0,3,113
6570,2,2,0,3,113
6571,2,3,0,3,113
6572,2,4,0,3,113
6573,3,0,0,3,113
6574,3,1,0,3,113
6575,3,2,0,3,113
6576,3,3,0,3,113
6577,4,0,0,3,113
6578,4,1,0,3,113
6579,4,2,0,3,113
6580,5,0,0,3,113
6581,5,1,0,3,113
6582,6,0,0,3,113
6583,1,6,0,4,113
6584,2,5,0,4,113
6585,2,6,0,4,113
6586,3,4,0,4,113
6587,3,5,0,4,113
6588,3,6,0,4,113
6589,4,3,0,4,113
6590,4,4,0,4,113
6591,4,5,0,4,113
6592,4,6,0,4,113
6593,5,2,0,4,113
6594,5,3,0,4,113
6595,5,4,0,4,113
6596,5,5,0,4,113
6597,6,1,0,4,113
6598,6,2,0,4,113
6599,6,3,0,4,113
6600,6,4,0,4,113
6601,0,0,1,4,113
6602,0,0,2,4,113
6603,2,6,0,5,113
6604,3,5,0,5,113
6605,3,6,0,5,113
6606,4,4,0,5,113
6607,4,5,0,5,113
6608,4,6,0,5,113
6609,5,3,0,5,113
6610,5,4,0,5,113
6611,5,5,0,5,113
6612,5,6,0,5,113
6613,6,2,0,5,113
6614,6,3,0,5,113
6615,6,4,0,5,113
6616,6,5,0,5,113
6617,0,0,1,5,113
6618,0,0,2,5,113
6619,0,0,0,0,114
6620,0,1,0,1,114
6621,0,2,0,1,114
6622,1,0,0,1,114
6623,1,1,0,1,114
6624,2,0,0,1,114
6625,0,2,0,2,114
6626,0,3,0,2,114
6627,0,4,0,2,114
6628,1,1,0,2,114
6629,1,2,0,2,114
6630,1,3,0,2,114
6631,2,0,0,2,114
6632,2,1,0,2,114
6633,2,2,0,2,114
6634,1,2,0,3,114
6635,1,3,0,3,114
6636,1,4,0,3,114
6637,1,5,0,3,114
6638,1,6,0,3,114
6639,2,1,0,3,114
6640,2,2,0,3,114
6641,2,3,0,3,114
6642,2,4,0,3,114
6643,2,5,0,3,114
6644,3,0,0,3,114
6645,3,1,0,3,114
6646,3,2,0,3,114
6647,3,3,0,3,114
6648,3,4,0,3,114
6649,4,0,0,3,114
6650,4,1,0,3,114
6651,4,2,0,3,114
6652,4,3,0,3,114
6653,1,3,0,4,114
6654,1,4,0,4,114
6655,1,5,0,4,114
6656,1,6,0,4,114
6657,2,2,0,4,114
6658,2,3,0,4,114
6659,2,4,0,4,114
6660,2,5,0,4,114
6661,2,6,0,4,114
6662,3,1,0,4,114
6663,3,2,0,4,114
6664,3,3,0,4,114
6665,3,4,0,4,114
6666,3,5,0,4,114
6667,3,6,0,4,114
6668,4,1,0,4,114
6669,4,2,0,4,114
6670,4,3,0,4,114
6671,4,4,0,4,114
6672,4,5,0,4,114
6673,5,1,0,4,114
6674,5,2,0,4,114
6675,5,3,0,4,114
6676,5,4,0,4,114
6677,6,1,0,4,114
6678,6,2,0,4,114
6679,6,3,0,4,114
6680,0,0,2,4,114
6681,4,6,0,5,114
6682,5,5,0,5,114
6683,5,6,0,5,114
6684,6,4,0,5,114
6685,6,5,0,5,114
6686,0,0,1,5,114
6687,0,0,2,5,114
6688,0,0,0,0,115
6689,0,1,0,1,115
6690,0,2,0,1,115
6691,1,0,0,1,115
6692,1,1,0,1,115
6693,1,2,0,1,115
6694,2,0,0,1,115
6695,2,1,0,1,115
6696,3,0,0,1,115
6697,0,2,0,2,115
6698,0,3,0,2,115
6699,0,4,0,2,115
6700,0,5,0,2,115
6701,1,1,0,2,115
6702,1,2,0,2,115
6703,1,3,0,2,115
6704,1,4,0,2,115
6705,2,0,0,2,115
6706,2,1,0,2,115
6707,2,2,0,2,115
6708,2,3,0,2,115
6709,3,0,0,2,115
6710,3,1,0,2,115
6711,3,2,0,2,115
6712,4,0,0,2,115
6713,4,1,0,2,115
6714,0,3,0,3,115
6715,0,4,0,3,115
6716,0,5,0,3,115
6717,0,6,0,3,115
6718,1,2,0,3,115
6719,1,3,0,3,115
6720,1,4,0,3,115
6721,1,5,0,3,115
6722,2,1,0,3,115
6723,2,2,0,3,115
6724,2,3,0,3,115
6725,2,4,0,3,115
6726,3,0,0,3,115
6727,3,1,0,3,115
6728,3,2,0,3,115
6729,3,3,0,3,115
6730,4,0,0,3,115
6731,4,1,0,3,115
6732,4,2,0,3,115
6733,0,5,0,4,115
6734,0,6,0,4,115
6735,1,4,0,4,115
6736,1,5,0,4,115
6737,1,6,0,4,115
6738,2,3,0,4,115
6739,2,4,0,4,115
6740,2,5,0,4,115
6741,2,6,0,4,115
6742,3,2,0,4,115
6743,3,3,0,4,115
6744,3,4,0,4,115
6745,3,5,0,4,115
6746,3,6,0,4,115
6747,4,2,0,4,115
6748,4,3,0,4,115
6749,4,4,0,4,115
6750,4,5,0,4,115
6751,5,1,0,4,115
6752,5,2,0,4,115
6753,5,3,0,4,115
6754,5,4,0,4,115
6755,6,1,0,4,115
6756,6,2,0,4,115
6757,6,3,0,4,115
6758,0,0,1,4,115
6759,0,0,2,4,115
6760,2,6,0,5,115
6761,3,5,0,5,115
6762,3,6,0,5,115
6763,4,4,0,5,115
6764,4,5,0,5,115
6765,4,6,0,5,115
6766,5,3,0,5,115
6767,5,4,0,5,115
6768,5,5,0,5,115
6769,5,6,0,5,115
6770,6,2,0,5,115
6771,6,3,0,5,115
6772,6,4,0,5,115
6773,6,5,0,5,115
6774,6,6,0,5,115
6775,0,0,1,5,115
6776,0,0,2,5,115
6777,0,0,0,0,116
6778,0,1,0,1,116
6779,0,2,0,1,116
6780,1,1,0,1,116
6781,1,2,0,1,116
6782,2,1,0,1,116
6783,0,4,0,2,116
6784,1,3,0,2,116
6785,2,2,0,2,116
6786,3,1,0,2,116
6787,1,4,0,3,116
6788,2,3,0,3,116
6789,2,4,0,3,116
6790,2,5,0,3,116
6791,3,2,0,3,116
6792,3,3,0,3,116
6793,3,4,0,3,116
6794,3,5,0,3,116
6795,4,1,0,3,116
6796,4,2,0,3,116
6797,4,3,0,3,116
6798,4,4,0,3,116
6799,5,1,0,3,116
6800,5,2,0,3,116
6801,5,3,0,3,116
6802,6,1,0,3,116
6803,6,2,0,3,116
6804,0,0,1,3,116
6805,2,6,0,4,116
6806,3,5,0,4,116
6807,3,6,0,4,116
6808,4,4,0,4,116
6809,4,5,0,4,116
6810,5,3,0,4,116
6811,5,4,0,4,116
6812,6,2,0,4,116
6813,6,3,0,4,116
6814,0,0,1,4,116
6815,0,0,2,4,116
6816,3,6,0,5,116
6817,4,5,0,5,116
6818,4,6,0,5,116
6819,5,4,0,5,116
6820,5,5,0,5,116
6821,6,3,0,5,116
6822,6,4,0,5,116
6823,0,0,1,5,116
6824,0,0,2,5,116
6825,0,0,0,0,117
6826,0,2,0,1,117
6827,0,3,0,1,117
6828,0,4,0,1,117
6829,1,1,0,1,117
6830,1,2,0,1,117
6831,1,3,0,1,117
6832,2,0,0,1,117
6833,2,1,0,1,117
6834,2,2,0,1,117
6835,0,4,0,2,117
6836,0,5,0,2,117
6837,1,3,0,2,117
6838,1,4,0,2,117
6839,2,2,0,2,117
6840,2,3,0,2,117
6841,3,2,0,2,117
6842,4,1,0,2,117
6843,0,6,0,3,117
6844,1,5,0,3,117
6845,1,6,0,3,117
6846,2,4,0,3,117
6847,2,5,0,3,117
6848,2,6,0,3,117
6849,3,3,0,3,117
6850,3,4,0,3,117
6851,3,5,0,3,117
6852,4,2,0,3,117
6853,4,3,0,3,117
6854,4,4,0,3,117
6855,5,1,0,3,117
6856,5,2,0,3,117
6857,5,3,0,3,117
6858,6,1,0,3,117
6859,6,2,0,3,117
6860,0,0,1,3,117
6861,0,0,2,3,117
6862,2,6,0,4,117
6863,3,5,0,4,117
6864,3,6,0,4,117
6865,4,4,0,4,117
6866,4,5,0,4,117
6867,5,3,0,4,117
6868,5,4,0,4,117
6869,6,2,0,4,117
6870,6,3,0,4,117
6871,0,0,1,4,117
6872,0,0,2,4,117
6873,5,6,0,5,117
6874,6,5,0,5,117
6875,6,6,0,5,117
6876,0,0,1,5,117
6877,0,0,2,5,117
6878,0,0,0,0,118
6879,1,0,0,1,118
6880,1,1,0,1,118
6881,2,0,0,1,118
6882,2,1,0,1,118
6883,3,0,0,1,118
6884,1,2,0,2,118
6885,1,3,0,2,118
6886,1,4,0,2,118
6887,2,1,0,2,118
6888,2,2,0,2,118
6889,2,3,0,2,118
6890,3,0,0,2,118
6891,3,1,0,2,118
6892,3,2,0,2,118
6893,4,0,0,2,118
6894,4,1,0,2,118
6895,5,0,0,2,118
6896,1,4,0,3,118
6897,1,5,0,3,118
6898,2,3,0,3,118
6899,2,4,0,3,118
6900,2,5,0,3,118
6901,3,2,0,3,118
6902,3,3,0,3,118
6903,3,4,0,3,118
6904,4,1,0,3,118
6905,4,2,0,3,118
6906,4,3,0,3,118
6907,5,0,0,3,118
6908,5,1,0,3,118
6909,5,2,0,3,118
6910,6,0,0,3,118
6911,6,1,0,3,118
6912,0,0,1,3,118
6913,1,6,0,4,118
6914,2,5,0,4,118
6915,2,6,0,4,118
6916,3,4,0,4,118
6917,3,5,0,4,118
6918,3,6,0,4,118
6919,4,3,0,4,118
6920,4,4,0,4,118
6921,4,5,0,4,118
6922,5,2,0,4,118
6923,5,3,0,4,118
6924,5,4,0,4,118
6925,6,1,0,4,118
6926,6,2,0,4,118
6927,6,3,0,4,118
6928,0,0,1,4,118
6929,0,0,2,4,118
6930,5,6,0,5,118
6931,6,5,0,5,118
6932,6,6,0,5,118
6933,0,0,1,5,118
6934,0,0,2,5,118
6935,0,0,0,0,119
6936,1,1,0,1,119
6937,1,2,0,1,119
6938,2,0,0,1,119
6939,2,1,0,1,119
6940,3,0,0,1,119
6941,1,1,0,2,119
6942,1,2,0,2,119
6943,1,3,0,2,119
6944,2,0,0,2,119
6945,2,1,0,2,119
6946,2,2,0,2,119
6947,3,0,0,2,119
6948,3,1,0,2,119
6949,4,0,0,2,119
6950,1,3,0,3,119
6951,1,4,0,3,119
6952,1,5,0,3,119
6953,2,2,0,3,119
6954,2,3,0,3,119
6955,2,4,0,3,119
6956,2,5,0,3,119
6957,3,1,0,3,119
6958,3,2,0,3,119
6959,3,3,0,3,119
6960,3,4,0,3,119
6961,4,1,0,3,119
6962,4,2,0,3,119
6963,4,3,0,3,119
6964,5,1,0,3,119
6965,5,2,0,3,119
6966,6,0,0,3,119
6967,6,1,0,3,119
6968,0,0,1,3,119
6969,2,5,0,4,119
6970,2,6,0,4,119
6971,3,4,0,4,119
6972,3,5,0,4,119
6973,3,6,0,4,119
6974,4,3,0,4,119
6975,4,4,0,4,119
6976,4,5,0,4,119
6977,5,2,0,4,119
6978,5,3,0,4,119
6979,5,4,0,4,119
6980,6,1,0,4,119
6981,6,2,0,4,119
6982,6,3,0,4,119
6983,0,0,1,4,119
6984,0,0,2,4,119
6985,3,6,0,5,119
6986,4,5,0,5,119
6987,4,6,0,5,119
6988,5,4,0,5,119
6989,5,5,0,5,119
6990,5,6,0,5,119
6991,6,3,0,5,119
6992,6,4,0,5,119
6993,6,5,0,5,119
6994,0,0,1,5,119
6995,0,0,2,5,119
6996,0,0,0,0,120
6997,0,2,0,1,120
6998,0,3,0,1,120
6999,1,1,0,1,120
7000,1,2,0,1,120
7001,2,0,0,1,120
7002,2,1,0,1,120
7003,0,3,0,2,120
7004,0,4,0,2,120
7005,0,5,0,2,120
7006,1,2,0,2,120
7007,1,3,0,2,120
7008,1,4,0,2,120
7009,2,1,0,2,120
7010,2,2,0,2,120
7011,2,3,0,2,120
7012,3,1,0,2,120
7013,3,2,0,2,120
7014,4,1,0,2,120
7015,0,6,0,3,120
7016,1,5,0,3,120
7017,1,6,0,3,120
7018,2,4,0,3,120
7019,2,5,0,3,120
7020,3,3,0,3,120
7021,3,4,0,3,120
7022,4,2,0,3,120
7023,4,3,0,3,120
7024,5,1,0,3,120
7025,5,2,0,3,120
7026,0,0,2,3,120
7027,2,6,0,4,120
7028,3,5,0,4,120
7029,3,6,0,4,120
7030,4,4,0,4,120
7031,4,5,0,4,120
7032,4,6,0,4,120
7033,5,3,0,4,120
7034,5,4,0,4,120
7035,5,5,0,4,120
7036,6,2,0,4,120
7037,6,3,0,4,120
7038,6,4,0,4,120
7039,0,0,1,4,120
7040,0,0,2,4,120
7041,2,6,0,5,120
7042,3,5,0,5,120
7043,3,6,0,5,120
7044,4,4,0,5,120
7045,4,5,0,5,120
7046,4,6,0,5,120
7047,5,3,0,5,120
7048,5,4,0,5,120
7049,5,5,0,5,120
7050,6,2,0,5,120
7051,6,3,0,5,120
7052,6,4,0,5,120
7053,0,0,1,5,120
7054,0,0,2,5,120
7055,0,0,0,0,121
7056,0,0,0,1,121
7057,0,1,0,1,121
7058,0,2,0,1,121
7059,1,0,0,1,121
7060,1,1,0,1,121
7061,1,2,0,1,121
7062,2,0,0,1,121
7063,2,1,0,1,121
7064,3,0,0,1,121
7065,0,0,0,2,121
7066,0,1,0,2,121
7067,0,2,0,2,121
7068,0,3,0,2,121
7069,1,0,0,2,121
7070,1,1,0,2,121
7071,1,2,0,2,121
7072,1,3,0,2,121
7073,2,0,0,2,121
7074,2,1,0,2,121
7075,2,2,0,2,121
7076,3,0,0,2,121
7077,3,1,0,2,121
7078,1,3,0,3,121
7079,1,4,0,3,121
7080,1,5,0,3,121
7081,2,2,0,3,121
7082,2,3,0,3,121
7083,2,4,0,3,121
7084,3,1,0,3,121
7085,3,2,0,3,121
7086,3,3,0,3,121
7087,4,1,0,3,121
7088,4,2,0,3,121
7089,5,1,0,3,121
7090,1,6,0,4,121
7091,2,5,0,4,121
7092,2,6,0,4,121
7093,3,4,0,4,121
7094,3,5,0,4,121
7095,3,6,0,4,121
7096,4,3,0,4,121
